Table:CsvBattle,,,,,,,,,,,,,,,,,,,,
tid,name:s,diff_num,physic_power,times_limit,map1:s,map2:s,map3:s,item_award_show:a,boss_face_tid,body_dire,desc:s,hero_exp1,hero_exp2,hero_exp3,drop_group1,drop_group2,drop_group3,prob_group1,prob_group2,prob_group3
13509,腐烂之痕,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42013",,118,恶魔们徜徉在这里，他们的能量使这片早已不堪重负的土地更加破败。,1120,1150,1200,135091,135092,135093,,,
13510,黑暗之门,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42031,2016",103,118,古尔丹打开了连接着德拉诺世界与艾泽拉斯世界的黑暗之门，将兽人大军引入了美丽的艾泽拉斯。,1120,1150,1200,135101,135102,135103,,,
13601,地狱火半岛1,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1120,1150,1200,136011,136012,136013,,,
13602,地狱火半岛2,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1130,1160,1210,136021,136022,136023,,,
13603,赞加沼泽1,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1130,1160,1210,136031,136032,136033,,,
13604,赞加沼泽2,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1130,1160,1210,136041,136042,136043,,,
13605,泰罗卡森林1,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42012",,118,地狱火半岛,1140,1170,1220,136051,136052,136053,,,
13606,泰罗卡森林2,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1140,1170,1220,136061,136062,136063,,,
13607,纳格兰1,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1140,1170,1220,136071,136072,136073,,,
13608,纳格兰2,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,地狱火半岛,1140,1170,1220,136081,136082,136083,,,
13609,刀锋山1,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42013",,118,地狱火半岛,1150,1180,1230,136091,136092,136093,,,
13610,刀锋山2,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42031",137,118,地狱火半岛,1150,1180,1230,136101,136102,136103,,,
